sle_synthetic_2020-10-23-15-01-22879.jpg;3;[15, 14, 14];[[+, 1, 4, x, -, 2, y, +, 3, z, =, -, 2, 7, 9], [+, 1, x, -, 7, y, -, 1, 9, z, =, -, 7, 2], [-, 2, x, +, 1, 3, y, +, 3, z, =, 2, 3, 3]];[[ 14  -2   3], [  1  -7 -19], [ -2  13   3]];[-279  -72  233];[-17  16  -3];3;100;5
sle_synthetic_2020-10-23-15-01-23951.jpg;3;[14, 13, 13];[[+, 1, 0, x, -, 1, 1, y, +, 6, z, =, -, 2], [-, 3, x, -, 5, y, -, 1, 9, z, =, 8, 3], [-, 1, 4, x, +, 8, y, -, 7, z, =, 9, 3]];[[ 10 -11   6], [ -3  -5 -19], [-14   8  -7]];[-2 83 93];[-14 -12   1];3;100;5
sle_synthetic_2020-10-23-15-01-25963.jpg;3;[14, 16, 15];[[-, 1, 6, x, -, 5, y, -, 7, z, =, 2, 0, 4], [+, 1, 1, x, -, 1, 3, y, +, 7, z, =, -, 1, 8, 3], [+, 3, x, -, 1, 9, y, +, 0, z, =, -, 1, 0, 2]];[[-16  -5  -7], [ 11 -13   7], [  3 -19   0]];[ 204 -183 -102];[-15   3   3];3;100;5
sle_synthetic_2020-10-23-15-01-27158.jpg;3;[16, 16, 16];[[+, 1, 6, x, -, 1, y, -, 1, 4, z, =, -, 1, 1, 6], [+, 1, 1, x, +, 1, y, -, 2, 0, z, =, -, 2, 2, 5], [+, 1, 7, x, -, 1, 1, y, +, 1, 0, z, =, 2, 2, 5]];[[ 16  -1 -14], [ 11   1 -20], [ 17 -11  10]];[-116 -225  225];[ 5  0 14];3;100;5
sle_synthetic_2020-10-23-15-01-28858.jpg;3;[12, 14, 15];[[-, 3, x, +, 6, y, +, 1, 6, z, =, 7], [-, 1, x, +, 6, y, -, 1, 5, z, =, -, 4, 2], [-, 1, 7, x, +, 9, y, +, 1, 2, z, =, 1, 1, 1]];[[ -3   6  16], [ -1   6 -15], [-17   9  12]];[  7 -42 111];[-9 -6  1];3;100;5
sle_synthetic_2020-10-23-15-01-30786.jpg;3;[13, 16, 15];[[+, 1, x, +, 7, y, +, 8, z, =, -, 7, 1], [-, 1, 8, x, -, 2, y, +, 1, 0, z, =, -, 3, 5, 6], [-, 1, 0, x, +, 7, y, -, 7, z, =, -, 1, 0, 1]];[[  1   7   8], [-18  -2  10], [-10   7  -7]];[ -71 -356 -101];[15 -2 -9];3;100;5
sle_synthetic_2020-10-23-15-01-31115.jpg;3;[16, 15, 13];[[+, 5, x, -, 1, 7, y, +, 1, 5, z, =, -, 1, 6, 1], [-, 1, 3, x, +, 1, 6, y, -, 1, 7, z, =, 3, 0], [+, 4, x, +, 3, y, +, 1, 9, z, =, 8, 0]];[[  5 -17  15], [-13  16 -17], [  4   3  19]];[-161   30   80];[15 13 -1];3;100;5
sle_synthetic_2020-10-23-15-01-33286.jpg;3;[16, 14, 14];[[-, 1, 4, x, +, 1, 6, y, +, 1, 0, z, =, -, 4, 4], [+, 3, x, -, 9, y, -, 1, 1, z, =, 1, 0, 2], [+, 0, x, +, 1, 3, y, +, 1, z, =, 1, 3, 8]];[[-14  16  10], [  3  -9 -11], [  0  13   1]];[-44 102 138];[  4  12 -18];3;100;5
sle_synthetic_2020-10-23-15-01-34186.jpg;3;[15, 14, 14];[[+, 3, x, -, 1, 8, y, +, 8, z, =, -, 2, 8, 3], [-, 8, x, -, 3, y, +, 8, z, =, -, 1, 0, 1], [-, 1, 0, x, +, 2, y, +, 6, z, =, -, 1, 8]];[[  3 -18   8], [ -8  -3   8], [-10   2   6]];[-283 -101  -18];[ -7   7 -17];3;100;5
sle_synthetic_2020-10-23-15-01-36612.jpg;3;[15, 14, 15];[[-, 1, 6, x, -, 3, y, -, 1, 6, z, =, 3, 6, 3], [+, 8, x, +, 9, y, -, 1, 4, z, =, -, 1, 9], [-, 1, x, -, 1, 8, y, -, 1, 7, z, =, -, 2, 2]];[[-16  -3 -16], [  8   9 -14], [ -1 -18 -17]];[363 -19 -22];[-19   7  -5];3;100;5
sle_synthetic_2020-10-23-15-01-37218.jpg;3;[14, 15, 15];[[-, 1, 7, x, -, 8, y, -, 9, z, =, 4, 6, 3], [-, 1, 7, x, +, 0, y, -, 2, 0, z, =, 5, 8, 1], [+, 1, 2, x, -, 6, y, +, 3, z, =, -, 1, 5, 0]];[[-17  -8  -9], [-17   0 -20], [ 12  -6   3]];[ 463  581 -150];[-13 -10 -18];3;100;5
sle_synthetic_2020-10-23-15-01-39709.jpg;3;[15, 13, 16];[[+, 1, 7, x, +, 7, y, +, 6, z, =, -, 2, 7, 6], [+, 1, 5, x, +, 6, y, -, 1, 4, z, =, 8], [-, 6, x, +, 1, 9, y, +, 1, 8, z, =, -, 2, 5, 0]];[[ 17   7   6], [ 15   6 -14], [ -6  19  18]];[-276    8 -250];[-10  -4 -13];3;100;5
sle_synthetic_2020-10-23-15-01-41933.jpg;3;[17, 15, 16];[[-, 1, 9, x, -, 1, 3, y, +, 1, 3, z, =, -, 2, 2, 3], [-, 2, 0, x, +, 5, y, +, 9, z, =, -, 3, 8, 4], [-, 4, x, -, 1, 5, y, +, 1, 8, z, =, -, 1, 4, 4]];[[-19 -13  13], [-20   5   9], [ -4 -15  18]];[-223 -384 -144];[  9 -12 -16];3;100;5
sle_synthetic_2020-10-23-15-01-42992.jpg;3;[16, 15, 15];[[+, 1, 1, x, -, 1, y, +, 1, 3, z, =, -, 2, 9, 6], [-, 1, 1, x, +, 2, y, -, 1, 6, z, =, 3, 1, 5], [-, 2, 0, x, +, 1, y, -, 1, 1, z, =, 4, 3, 1]];[[ 11  -1  13], [-11   2 -16], [-20   1 -11]];[-296  315  431];[-17  -8  -9];3;100;5
sle_synthetic_2020-10-23-15-01-44202.jpg;3;[16, 16, 15];[[-, 1, 4, x, +, 3, y, +, 1, 0, z, =, -, 1, 5, 4], [-, 1, 8, x, -, 1, 3, y, -, 8, z, =, -, 1, 7, 4], [+, 1, 6, x, +, 1, 5, y, -, 8, z, =, 2, 6, 6]];[[-14   3  10], [-18 -13  -8], [ 16  15  -8]];[-154 -174  266];[ 8  6 -6];3;100;5
sle_synthetic_2020-10-23-15-01-46979.jpg;3;[13, 14, 16];[[+, 4, x, +, 0, y, +, 3, z, =, -, 4, 8], [+, 1, 7, x, +, 7, y, -, 4, z, =, -, 6, 6], [+, 1, 1, x, +, 1, 6, y, -, 1, z, =, -, 1, 6, 5]];[[ 4  0  3], [17  7 -4], [11 16 -1]];[ -48  -66 -165];[ -3  -9 -12];3;100;5
sle_synthetic_2020-10-23-15-01-4798.jpg;3;[14, 15, 13];[[+, 1, 8, x, -, 8, y, +, 1, 7, z, =, 1, 0], [-, 1, 3, x, +, 1, 8, y, +, 7, z, =, 2, 1, 0], [-, 6, x, -, 1, 2, y, +, 6, z, =, 8, 4]];[[ 18  -8  17], [-13  18   7], [ -6 -12   6]];[ 10 210  84];[-8  2 10];3;100;5
sle_synthetic_2020-10-23-15-01-4946.jpg;3;[13, 14, 16];[[+, 1, x, +, 0, y, -, 4, z, =, -, 8, 8], [-, 1, x, -, 6, y, -, 2, z, =, -, 1, 1, 6], [-, 1, 4, x, -, 4, y, -, 1, 6, z, =, -, 1, 2, 8]];[[  1   0  -4], [ -1  -6  -2], [-14  -4 -16]];[ -88 -116 -128];[-16  16  18];3;100;5
sle_synthetic_2020-10-23-15-01-50669.jpg;3;[14, 15, 16];[[-, 9, x, -, 2, y, -, 1, 8, z, =, 1, 9, 3], [+, 6, x, +, 1, 7, y, -, 1, 5, z, =, 2, 5, 7], [+, 1, 3, x, -, 1, 5, y, -, 4, z, =, -, 4, 1, 5]];[[ -9  -2 -18], [  6  17 -15], [ 13 -15  -4]];[ 193  257 -415];[-15  16  -5];3;100;5
sle_synthetic_2020-10-23-15-01-52876.jpg;3;[15, 14, 16];[[-, 1, 3, x, -, 2, y, +, 1, 5, z, =, 2, 3, 1], [+, 9, x, -, 8, y, -, 1, 2, z, =, -, 7, 8], [+, 1, 1, x, +, 4, y, -, 1, 7, z, =, -, 3, 0, 5]];[[-13  -2  15], [  9  -8 -12], [ 11   4 -17]];[ 231  -78 -305];[  6 -12  19];3;100;5
